publishedAt;authorDisplayName;textDisplay;likeCount
2024-10-04T16:36:26Z;@KesatriaPena;Anjirlah, di awal2 kirain ini anime grafiknya aneh. Ternyata aaaaaahhhh lebih menarik dari anime2 isekai.;0
2024-10-04T16:36:25Z;@askwkosjejwio;baru liat coy anime yang grafik nya gini beda dari yang lain;0
2024-10-04T16:35:37Z;@Isilra;Tumb down, males di sensor;0
2024-10-04T16:32:09Z;@renggadst;Mbak ayase manteb betul bodi nya😋, dalemannya juga pas gyaru aseli;0
2024-10-04T16:31:58Z;@sebvlak;woy keren banget lah;0
2024-10-04T16:28:36Z;@Penyelamat-r3m;Prabowo adventure😂;0
2024-10-04T16:22:15Z;@srigalaKehausan;SEBAGAI PENGGEMAR GARIS KERAS CREEPY NUTS, SAYA SANGAT RESPECT SAMA MUSE INDONESIA MAU TRANSLATE LIRIK LAGUNYA 😭😭😭;0
2024-10-04T16:22:11Z;@HeliaMV41;Terimakasih Muse love u sekebon salam dari Om Om petualang umur 30 tahun 🥰;0
2024-10-04T16:18:57Z;@zheinttber9836;Seru nihh otw baca manga;0
2024-10-04T16:18:53Z;@ginanjarhusodo5996;kalo di netflix si nenek ngisepnya K di terjemahan;0
2024-10-04T16:17:31Z;@andhikabgusoyoy;NENEK TURBO;0
2024-10-04T16:16:35Z;@ALPIN_5192;GG bgt muse nayangin dandadan, kalo lu berbentuk manusia bakal gw nikahin dah;0
2024-10-04T16:14:07Z;@Ishikawa_147;koreografi dan style animenya jadi ingetin kill la kill;0
2024-10-04T16:14:03Z;@atmanegara;mantap mob pengusir hantu;0
2024-10-04T16:11:02Z;@andikakaruna5279;Siapa itu takakura ken, okarun lah😂;0
2024-10-04T16:10:31Z;@cahyaef;Aneh. Heboh. Menyenangkan;0
2024-10-04T16:09:14Z;@didisuarez2403;ha..anime perkontolan😂;0
2024-10-04T16:08:53Z;@gluvv;OKE INI BAGUS WKWKWKWK;0
2024-10-04T16:07:48Z;@Shan-cell;Kyk suara tanjidorr;0
2024-10-04T16:03:14Z;@FRevenge;creepy nuts banyak garap opening animek ya;0
2024-10-04T16:02:12Z;@mamanggarok1119;Kalo pake soundtrack SKY- HI cocok ni anime;0
2024-10-04T16:00:20Z;@Noorfaiz1n;Subtitle muse sekarang enak di baca . Ga baku bnget kya hidoredenime.;0
2024-10-04T15:53:13Z;@Massivexperience;Seru juga ya .;0
2024-10-04T15:50:22Z;@candrasantosa2343;Ini bagus sepertinya ceritanya juga unik;0
2024-10-04T15:49:49Z;@MEMEZ62;Woke selain tensei sijawa tempest sekarang anime ni list baru 🎉;0
2024-10-04T15:48:17Z;@WildanZega;Gokillllllll;0
2024-10-04T15:47:23Z;@finero-y5k;😂;0
2024-10-04T15:43:21Z;@autysanegm4766;Nyg nyanyi sama kah kya yg di Ost Mushle?;0
2024-10-04T15:40:19Z;@riokusnanto8192;Artstylenya unik banget, manga akurat banget, serasa liat manga bergerak;0
2024-10-04T15:39:20Z;@ytta.jae-rh3149;bjir plotwist banget;0
2024-10-04T15:34:44Z;@RionAdel;Mohon maaf nih ni anime ada romance nya kahh 🤔;0
2024-10-04T15:34:33Z;@RionAdel;Mohon maaf nih ni anime ada romance nya kahh 🤔;0
2024-10-04T15:33:49Z;@daudalibuyung775;Ada prabowo yg alien wkwk;0
2024-10-04T15:31:02Z;@noname-cl1sv;Lebih bagus lagi kalo judulnya itu nenek nenek penyuka biji emas;0
2024-10-04T15:30:31Z;@stardust9868;Petualangan mencari biji;0
2024-10-04T15:23:38Z;@varp.s777;Saya sebagai penonton anime dandadan saya hanya ingin bilang ini keren;0
